,movie_title,movie_year,genre,average_rating,num_votes,is_adult,imdb_tconst,imdb_link
0,A 2nd Hand Lover,2015,Romance,4.7,6.0,0,tt10919164,https://www.imdb.com/title/tt10919164/
1,A Aa,2016,"Comedy,Drama,Romance",6.8,3310.0,0,tt5684466,https://www.imdb.com/title/tt5684466/
2,A Baby at Any Cost,2022,Thriller,5.6,147.0,0,tt15331880,https://www.imdb.com/title/tt15331880/
3,A Bad Idea Gone Wrong,2017,Comedy,5.8,1246.0,0,tt5212918,https://www.imdb.com/title/tt5212918/
4,A Bad Moms Christmas,2017,Comedy,5.6,54137.0,0,tt6359956,https://www.imdb.com/title/tt6359956/
5,A Bag of Hammers,2011,"Comedy,Drama",6.6,3056.0,0,tt1509787,https://www.imdb.com/title/tt1509787/
6,A Ballerina's Tale,2015,Documentary,6.4,697.0,0,tt4504040,https://www.imdb.com/title/tt4504040/
7,A Band Called Death,2012,"Biography,Documentary,Music",7.5,3882.0,0,tt2064713,https://www.imdb.com/title/tt2064713/
8,A Banquet,2021,Horror,4.8,1091.0,0,tt11400902,https://www.imdb.com/title/tt11400902/
9,A Bear Named Winnie,2004,"Drama,War",6.8,1101.0,0,tt0437088,https://www.imdb.com/title/tt0437088/
10,A Beautiful Curse,2021,Drama,4.6,178.0,0,tt12593190,https://www.imdb.com/title/tt12593190/
11,A Beautiful Day in the Neighborhood,2019,"Biography,Drama",7.2,82356.0,0,tt3224458,https://www.imdb.com/title/tt3224458/
12,A Beginner's Guide to Endings,2010,"Comedy,Drama",6.3,1828.0,0,tt1516002,https://www.imdb.com/title/tt1516002/
13,A Belle for Christmas,2014,"Comedy,Drama,Family",4.7,519.0,0,tt3256812,https://www.imdb.com/title/tt3256812/
14,A Bend in the River,2020,Drama,6.0,94.0,0,tt8187840,https://www.imdb.com/title/tt8187840/
15,A Big Hand for the Little Lady,1966,Western,7.3,4372.0,0,tt0060165,https://www.imdb.com/title/tt0060165/
16,A Bigger Splash,2015,"Drama,Music,Thriller",6.4,31067.0,0,tt2056771,https://www.imdb.com/title/tt2056771/
17,A Bill of Divorcement,1932,Drama,6.5,1758.0,0,tt0022685,https://www.imdb.com/title/tt0022685/
18,A Birder's Guide to Everything,2013,"Adventure,Comedy,Drama",6.2,2311.0,0,tt1582465,https://www.imdb.com/title/tt1582465/
19,A Bit of Bad Luck,2014,"Comedy,Drama,Thriller",4.8,299.0,0,tt2406306,https://www.imdb.com/title/tt2406306/
20,A Black Veil for Lisa,1968,"Crime,Thriller",5.9,610.0,0,tt0063323,https://www.imdb.com/title/tt0063323/
21,A Bluebird in My Heart,2018,"Drama,Thriller",6.3,1702.0,0,tt6921496,https://www.imdb.com/title/tt6921496/
22,A Boy Called Christmas,2021,"Adventure,Drama,Family",6.7,24174.0,0,tt10187208,https://www.imdb.com/title/tt10187208/
23,A Boy Called Dad,2009,Drama,6.5,674.0,0,tt1433514,https://www.imdb.com/title/tt1433514/
24,A Boy Called Sailboat,2018,"Comedy,Drama,Family",6.7,1427.0,0,tt2201211,https://www.imdb.com/title/tt2201211/
25,A Boy Named Charlie Brown,1969,"Animation,Comedy,Drama",7.3,5235.0,0,tt0064107,https://www.imdb.com/title/tt0064107/
26,A Bramble House Christmas,2017,"Drama,Romance",7.1,2444.0,0,tt7657462,https://www.imdb.com/title/tt7657462/
27,A Bride for Christmas,2012,"Comedy,Romance",6.5,4299.0,0,tt2415112,https://www.imdb.com/title/tt2415112/
28,A Bride for Rip Van Winkle,2016,"Drama,Mystery,Romance",7.1,2066.0,0,tt4671274,https://www.imdb.com/title/tt4671274/
29,A Brief History of Time,1991,"Biography,Documentary",7.3,5690.0,0,tt0103882,https://www.imdb.com/title/tt0103882/
30,A Bright Shining Lie,1998,"Drama,War",6.4,1498.0,0,tt0126220,https://www.imdb.com/title/tt0126220/
31,A Brilliant Monster,2018,Horror,3.9,140.0,0,tt6534422,https://www.imdb.com/title/tt6534422/
32,A Brilliant Young Mind,2014,"Drama,Romance",7.1,29536.0,0,tt3149038,https://www.imdb.com/title/tt3149038/
33,A Broken Life,2008,Drama,4.9,338.0,0,tt0937391,https://www.imdb.com/title/tt0937391/
34,A Brony Tale,2014,Documentary,5.6,816.0,0,tt3219678,https://www.imdb.com/title/tt3219678/
35,A Brother's Honor,2019,Romance,5.4,322.0,0,tt10559412,https://www.imdb.com/title/tt10559412/
36,A Bug's Life,1998,"Adventure,Animation,Comedy",7.2,297305.0,0,tt0120623,https://www.imdb.com/title/tt0120623/
37,A Bunch of Amateurs,2008,Comedy,6.0,1119.0,0,tt1171226,https://www.imdb.com/title/tt1171226/
38,A Calling of Courage,2014,Family,5.7,27.0,0,tt6245540,https://www.imdb.com/title/tt6245540/
39,A Caribbean Dream,2017,"Comedy,Drama,Fantasy",6.3,67.0,0,tt5334276,https://www.imdb.com/title/tt5334276/
40,A Carol Christmas,2003,"Comedy,Family,Fantasy",5.1,1244.0,0,tt0381942,https://www.imdb.com/title/tt0381942/
41,A Case of You,2013,"Comedy,Romance",5.6,12067.0,0,tt1817081,https://www.imdb.com/title/tt1817081/
42,A Castle for Christmas,2021,"Adventure,Comedy,Drama",5.5,13941.0,0,tt13070602,https://www.imdb.com/title/tt13070602/
43,A Cat with a Dog,2018,"Comedy,Drama",6.5,464.0,0,tt8308174,https://www.imdb.com/title/tt8308174/
44,A Certain Kind of Silence,2019,Drama,6.0,471.0,0,tt7431040,https://www.imdb.com/title/tt7431040/
45,A Challenge for Robin Hood,1967,Adventure,5.7,591.0,0,tt0062787,https://www.imdb.com/title/tt0062787/
46,A Chance for Christmas,2021,"Comedy,Romance",5.8,463.0,0,tt14758476,https://www.imdb.com/title/tt14758476/
47,A Chance in the World,2017,"Biography,Drama,Family",6.8,151.0,0,tt6052748,https://www.imdb.com/title/tt6052748/
48,A Charlie Brown Christmas,1965,"Animation,Comedy,Drama",8.3,40233.0,0,tt0059026,https://www.imdb.com/title/tt0059026/
49,A Chiara,2021,Drama,6.8,1786.0,0,tt14324296,https://www.imdb.com/title/tt14324296/
50,A Child's Christmases in Wales,2009,Comedy,7.3,150.0,0,tt1590844,https://www.imdb.com/title/tt1590844/
51,"A Christmas Carol, 2009",2009,"Adventure,Animation,Comedy",6.8,121139.0,0,tt1067106,https://www.imdb.com/title/tt1067106/
52,"A Christmas Carol, 1984",1984,"Drama,Family,Fantasy",7.8,16576.0,0,tt0087056,https://www.imdb.com/title/tt0087056/
53,"A Christmas Carol, 2020",2020,Musical,2.9,22.0,0,tt11536760,https://www.imdb.com/title/tt11536760/
54,"A Christmas Carol, 2018",2018,Drama,7.6,144.0,0,tt8232648,https://www.imdb.com/title/tt8232648/
55,"A Christmas Carol, 1999",1999,"Drama,Fantasy",7.4,10117.0,0,tt0216621,https://www.imdb.com/title/tt0216621/
56,A Christmas Cookie Catastrophe,2022,"Comedy,Romance",6.3,639.0,0,tt22207828,https://www.imdb.com/title/tt22207828/
57,A Christmas Eve Miracle,2015,"Comedy,Family",3.6,326.0,0,tt4690134,https://www.imdb.com/title/tt4690134/
58,A Christmas Fumble,2022,"Comedy,Drama",5.8,141.0,0,tt22245614,https://www.imdb.com/title/tt22245614/
59,A Christmas Gift,2022,Family,6.2,27.0,0,tt18260368,https://www.imdb.com/title/tt18260368/
60,A Christmas Gift from Bob,2020,"Drama,Family",6.3,2230.0,0,tt9564270,https://www.imdb.com/title/tt9564270/
61,A Christmas Horror Story,2015,"Fantasy,Horror,Mystery",5.8,11403.0,0,tt3688406,https://www.imdb.com/title/tt3688406/
62,A Christmas in Vermont,2016,"Comedy,Romance",5.5,1138.0,0,tt5981802,https://www.imdb.com/title/tt5981802/
63,A Christmas Karen,2022,Comedy,5.0,417.0,0,tt14219486,https://www.imdb.com/title/tt14219486/
64,A Christmas Kiss,2011,"Comedy,Romance",6.1,4826.0,0,tt1790621,https://www.imdb.com/title/tt1790621/
65,A Christmas Masquerade,2022,"Comedy,Romance",5.2,261.0,0,tt21220756,https://www.imdb.com/title/tt21220756/
66,A Christmas Melody,2015,"Comedy,Music,Romance",6.0,2198.0,0,tt4587740,https://www.imdb.com/title/tt4587740/
67,A Christmas Miracle for Daisy,2021,Romance,6.0,2123.0,0,tt16275882,https://www.imdb.com/title/tt16275882/
68,"A Christmas Mystery, 2014",2014,"Drama,Mystery,Romance",4.9,561.0,0,tt4179824,https://www.imdb.com/title/tt4179824/
69,"A Christmas Mystery, 2022",2022,"Comedy,Drama,Family",5.9,723.0,0,tt22207152,https://www.imdb.com/title/tt22207152/
70,A Christmas Open House,2022,"Drama,Romance",5.2,183.0,0,tt21821260,https://www.imdb.com/title/tt21821260/
71,A Christmas Prince,2017,"Comedy,Family,Romance",5.8,20604.0,0,tt7608418,https://www.imdb.com/title/tt7608418/
72,A Christmas Prince: The Royal Baby,2019,"Family,Romance",5.4,7289.0,0,tt10006006,https://www.imdb.com/title/tt10006006/
73,A Christmas Prince: The Royal Wedding,2018,"Drama,Romance",5.3,11285.0,0,tt8709036,https://www.imdb.com/title/tt8709036/
74,A Christmas Proposal,2008,"Comedy,Drama,Romance",4.6,598.0,0,tt1284976,https://www.imdb.com/title/tt1284976/
75,A Christmas Snow,2010,"Comedy,Drama,Family",5.9,844.0,0,tt1606191,https://www.imdb.com/title/tt1606191/
76,A Christmas Story,1983,"Comedy,Family",7.9,160149.0,0,tt0085334,https://www.imdb.com/title/tt0085334/
77,A Christmas Story 2,2012,"Comedy,Family",3.5,2741.0,0,tt2281069,https://www.imdb.com/title/tt2281069/
78,A Christmas Story Christmas,2022,"Comedy,Family",6.7,15594.0,0,tt17220704,https://www.imdb.com/title/tt17220704/
79,A Christmas Stray,2021,"Drama,Romance",6.3,257.0,0,tt14758624,https://www.imdb.com/title/tt14758624/
80,A Christmas to Savour,2021,"Comedy,Romance",5.2,333.0,0,tt14909414,https://www.imdb.com/title/tt14909414/
81,A Christmas to Treasure,2022,"Comedy,Romance",4.8,398.0,0,tt21072238,https://www.imdb.com/title/tt21072238/
82,A Christmas Treasure,2021,"Drama,Romance",5.7,646.0,0,tt15042590,https://www.imdb.com/title/tt15042590/
83,A Christmas Tree Miracle,2013,Family,6.5,885.0,0,tt2328727,https://www.imdb.com/title/tt2328727/
84,"A Christmas Wish, 2011",2011,"Comedy,Drama,Family",6.5,1999.0,0,tt1577038,https://www.imdb.com/title/tt1577038/
85,"A Christmas Wish, 2021",2021,Family,6.9,50.0,0,tt10635588,https://www.imdb.com/title/tt10635588/
86,A Chump at Oxford,1940,"Comedy,Family,Music",7.2,4073.0,0,tt0032339,https://www.imdb.com/title/tt0032339/
87,A Cinderella Christmas,2016,"Comedy,Romance",6.2,3276.0,0,tt6185074,https://www.imdb.com/title/tt6185074/
88,A Cinderella Story: Christmas Wish,2019,"Comedy,Family,Fantasy",5.3,7011.0,0,tt10326928,https://www.imdb.com/title/tt10326928/
89,A Cinderella Story: If the Shoe Fits,2016,"Family,Fantasy,Musical",5.6,3502.0,0,tt5822648,https://www.imdb.com/title/tt5822648/
90,A Cinderella Story: Starstruck,2021,"Comedy,Drama,Family",5.4,734.0,0,tt14445134,https://www.imdb.com/title/tt14445134/
91,A Claymation Christmas Celebration,1987,"Animation,Comedy,Family",8.1,905.0,0,tt0272045,https://www.imdb.com/title/tt0272045/
92,A Clockwork Orange,1971,"Crime,Sci-Fi",8.3,836287.0,0,tt0066921,https://www.imdb.com/title/tt0066921/
93,A Common Man,2012,"Action,Crime,Drama",4.5,2410.0,0,tt2104837,https://www.imdb.com/title/tt2104837/
94,A Company Man,2012,"Action,Crime,Drama",6.6,6143.0,0,tt2371486,https://www.imdb.com/title/tt2371486/
95,A Connecticut Yankee in King Arthur's Court,1949,"Comedy,Family,Fantasy",6.5,2527.0,0,tt0041259,https://www.imdb.com/title/tt0041259/
96,A Countess from Hong Kong,1967,"Comedy,Romance",6.0,6521.0,0,tt0061523,https://www.imdb.com/title/tt0061523/
97,A Country Called Home,2015,Drama,5.9,1181.0,0,tt3953626,https://www.imdb.com/title/tt3953626/
98,A Country Christmas Harmony,2022,"Drama,Music,Romance",5.2,291.0,0,tt18350906,https://www.imdb.com/title/tt18350906/
99,A Country Wedding,2015,"Drama,Romance",6.9,2981.0,0,tt4814436,https://www.imdb.com/title/tt4814436/
100,A Cowgirl's Song,2022,"Drama,Music",5.3,351.0,0,tt14771622,https://www.imdb.com/title/tt14771622/
101,A Cowgirl's Story,2017,"Drama,Family",5.5,628.0,0,tt5704912,https://www.imdb.com/title/tt5704912/
102,A Crime,2006,"Crime,Thriller",5.6,2082.0,0,tt0489010,https://www.imdb.com/title/tt0489010/
103,A Crooked Somebody,2017,"Crime,Drama,Thriller",6.2,1239.0,0,tt5922124,https://www.imdb.com/title/tt5922124/
104,A Cry in the Night,1956,"Crime,Drama,Film-Noir",6.0,924.0,0,tt0049110,https://www.imdb.com/title/tt0049110/
105,A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,101613.0,0,tt4731136,https://www.imdb.com/title/tt4731136/
106,A Cut Above,2022,Comedy,4.7,187.0,0,tt21265550,https://www.imdb.com/title/tt21265550/
107,A Damsel in Distress,1937,"Comedy,Music,Romance",6.8,2174.0,0,tt0028757,https://www.imdb.com/title/tt0028757/
108,A Dandy in Aspic,1968,"Action,Drama,Thriller",6.2,1134.0,0,tt0062859,https://www.imdb.com/title/tt0062859/
109,A Dangerous Man,2010,"Action,Crime,Thriller",4.9,4820.0,0,tt1360767,https://www.imdb.com/title/tt1360767/
110,A Dangerous Son,2018,Documentary,6.7,743.0,0,tt8294204,https://www.imdb.com/title/tt8294204/
111,A Dark Place,2018,"Mystery,Thriller",6.2,4859.0,0,tt5936866,https://www.imdb.com/title/tt5936866/
112,A Dark Song,2016,"Drama,Fantasy,Horror",6.2,18780.0,0,tt4805316,https://www.imdb.com/title/tt4805316/
113,A Date by Christmas Eve,2019,"Comedy,Drama,Fantasy",5.8,581.0,0,tt10799008,https://www.imdb.com/title/tt10799008/
114,A Date for Mad Mary,2016,"Comedy,Drama,Romance",7.0,2199.0,0,tt4197642,https://www.imdb.com/title/tt4197642/
115,A Date with Judy,1948,"Comedy,Musical,Romance",6.5,1352.0,0,tt0040271,https://www.imdb.com/title/tt0040271/
116,A Date with Miss Fortune,2015,"Comedy,Romance",5.3,1050.0,0,tt3832160,https://www.imdb.com/title/tt3832160/
117,A Daughter Of Destiny,1928,"Drama,Fantasy,Horror",6.2,383.0,0,tt0017621,https://www.imdb.com/title/tt0017621/
118,A Daughter's Nightmare,2014,"Drama,Mystery,Thriller",5.7,1232.0,0,tt3103284,https://www.imdb.com/title/tt3103284/
119,A Daughter's Revenge,2018,Drama,5.2,323.0,0,tt7561776,https://www.imdb.com/title/tt7561776/
120,A Day,2017,"Drama,Mystery,Thriller",6.8,2621.0,0,tt6890376,https://www.imdb.com/title/tt6890376/
121,A Day at the Races,1937,"Comedy,Family,Musical",7.5,14029.0,0,tt0028772,https://www.imdb.com/title/tt0028772/
122,A Day to Die,2022,"Action,Crime,Drama",3.5,4331.0,0,tt14412366,https://www.imdb.com/title/tt14412366/
123,A Day Without a Mexican,2004,"Comedy,Drama,Fantasy",4.7,3157.0,0,tt0377744,https://www.imdb.com/title/tt0377744/
124,A Deadly Adoption,2015,"Drama,Thriller",5.1,3662.0,0,tt4573800,https://www.imdb.com/title/tt4573800/
125,A Deadly Affair,2017,Thriller,5.3,305.0,0,tt5776448,https://www.imdb.com/title/tt5776448/
126,A Deadly Lullaby,2020,"Drama,Thriller",5.5,305.0,0,tt12036096,https://www.imdb.com/title/tt12036096/
127,A Deadly Place,2020,Thriller,4.2,124.0,0,tt8097362,https://www.imdb.com/title/tt8097362/
128,A Deadly View,2018,Thriller,3.7,394.0,0,tt6792478,https://www.imdb.com/title/tt6792478/
129,A Deadly Vision,1997,"Drama,Mystery,Thriller",5.3,282.0,0,tt0118945,https://www.imdb.com/title/tt0118945/
130,A December Bride,2016,"Comedy,Romance",6.7,3380.0,0,tt5739680,https://www.imdb.com/title/tt5739680/
131,A Delicate Balance,1973,Drama,6.6,846.0,0,tt0069958,https://www.imdb.com/title/tt0069958/
132,A Delicate Balance: The Truth,2008,Documentary,7.9,51.0,0,tt1337606,https://www.imdb.com/title/tt1337606/
133,A Demon Within,2017,"Drama,Horror,Romance",3.4,792.0,0,tt3499358,https://www.imdb.com/title/tt3499358/
134,A Different Set of Cards,2016,"Crime,Mystery,Thriller",5.6,110.0,0,tt5462468,https://www.imdb.com/title/tt5462468/
135,A Dim Valley,2020,Comedy,5.3,81.0,0,tt8870946,https://www.imdb.com/title/tt8870946/
136,A Dirty Shame,2004,Comedy,5.1,13120.0,0,tt0365125,https://www.imdb.com/title/tt0365125/
137,A Distant Place,2020,Drama,6.6,204.0,0,tt12385988,https://www.imdb.com/title/tt12385988/
138,A Diva's Christmas Carol,2000,"Comedy,Drama,Fantasy",6.4,1305.0,0,tt0270317,https://www.imdb.com/title/tt0270317/
139,A Doctor's Sword,2015,"Animation,Documentary",8.1,69.0,0,tt4952148,https://www.imdb.com/title/tt4952148/
140,A Dog for Christmas,2015,Comedy,5.3,739.0,0,tt2278803,https://www.imdb.com/title/tt2278803/
141,A Dog Named Gucci,2015,"Biography,Documentary,Drama",8.3,113.0,0,tt3588852,https://www.imdb.com/title/tt3588852/
142,A Dog's Journey,2019,"Adventure,Comedy,Drama",7.4,25845.0,0,tt8385474,https://www.imdb.com/title/tt8385474/
143,A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.2,74229.0,0,tt1753383,https://www.imdb.com/title/tt1753383/
144,A Dog's Way Home,2019,"Adventure,Drama,Family",6.7,18706.0,0,tt7616798,https://www.imdb.com/title/tt7616798/
145,A Doggone Hollywood,2017,Family,4.9,88.0,0,tt6315010,https://www.imdb.com/title/tt6315010/
146,A Dogwalker's Christmas Tale,2015,"Comedy,Drama,Family",5.0,1574.0,0,tt3991066,https://www.imdb.com/title/tt3991066/
147,A Dose of Happiness,2019,Drama,7.1,1354.0,0,tt10249780,https://www.imdb.com/title/tt10249780/
148,A Dragon Adventure,2019,Animation,3.5,52.0,0,tt10691312,https://www.imdb.com/title/tt10691312/
149,A Dry White Season,1989,"Drama,Thriller",7.0,5809.0,0,tt0097243,https://www.imdb.com/title/tt0097243/
150,A Dysfunctional Cat,2018,Drama,6.5,453.0,0,tt7733426,https://www.imdb.com/title/tt7733426/
151,A Fabled Holiday,2022,"Comedy,Drama,Romance",6.6,829.0,0,tt22295836,https://www.imdb.com/title/tt22295836/
152,A Face in the Crowd,1957,"Drama,Music",8.2,16134.0,0,tt0050371,https://www.imdb.com/title/tt0050371/
153,A Fairly Odd Christmas,2013,"Animation,Comedy,Family",4.4,943.0,0,tt2299368,https://www.imdb.com/title/tt2299368/
154,A Faithful Man,2018,"Comedy,Drama,Romance",6.2,3986.0,0,tt8075202,https://www.imdb.com/title/tt8075202/
155,A Fall From Grace,2020,Thriller,5.9,16007.0,0,tt11390036,https://www.imdb.com/title/tt11390036/
156,A Family Man,2016,Drama,6.5,12669.0,0,tt1718924,https://www.imdb.com/title/tt1718924/
157,A Family Matters Christmas,2022,"Comedy,Fantasy",4.9,35.0,0,tt15800610,https://www.imdb.com/title/tt15800610/
158,A Family Reunion Christmas,2019,"Comedy,Family",5.8,253.0,0,tt11193888,https://www.imdb.com/title/tt11193888/
159,A Family Thanksgiving,2010,"Comedy,Drama,Fantasy",6.3,965.0,0,tt1738342,https://www.imdb.com/title/tt1738342/
160,A Fan's Guide to Ms. Marvel,2022,"Documentary,Short",6.5,260.0,0,tt20782916,https://www.imdb.com/title/tt20782916/
161,A Fantastic Woman,2017,Drama,7.2,26181.0,0,tt5639354,https://www.imdb.com/title/tt5639354/
162,A Far Off Place,1993,"Adventure,Drama,Family",6.5,3654.0,0,tt0106868,https://www.imdb.com/title/tt0106868/
163,A Farewell to Fools,2013,"Comedy,Drama,War",5.4,496.0,0,tt1634055,https://www.imdb.com/title/tt1634055/
164,A Faster Horse,2015,Documentary,6.7,679.0,0,tt3762974,https://www.imdb.com/title/tt3762974/
165,A Father's Fight,2021,"Action,Drama,Family",5.5,3018.0,0,tt12605348,https://www.imdb.com/title/tt12605348/
166,A Father's Secret,2016,"Drama,Thriller",4.7,162.0,0,tt5056698,https://www.imdb.com/title/tt5056698/
167,A Feast of Man,2017,"Comedy,Drama",5.2,38.0,0,tt4151002,https://www.imdb.com/title/tt4151002/
168,A Feather in Her Hat,1935,Drama,6.1,206.0,0,tt0026343,https://www.imdb.com/title/tt0026343/
169,A Feeling of Home,2019,Romance,6.0,1010.0,0,tt10136840,https://www.imdb.com/title/tt10136840/
170,A Fei Zheng Chuan (Days Of Being Wild),1991,"Crime,Drama,Romance",7.4,23235.0,0,tt0101258,https://www.imdb.com/title/tt0101258/
171,A Few Best Men,2011,"Comedy,Romance",5.6,13272.0,0,tt1640711,https://www.imdb.com/title/tt1640711/
172,A Few Good Men,1992,"Drama,Thriller",7.7,268816.0,0,tt0104257,https://www.imdb.com/title/tt0104257/
173,A Field in England,2013,"Drama,History,Mystery",6.2,13182.0,0,tt2375574,https://www.imdb.com/title/tt2375574/
174,A Fighting Man,2014,"Drama,Sport",5.5,1615.0,0,tt2854894,https://www.imdb.com/title/tt2854894/
175,A Fine Step,2014,Drama,5.3,384.0,0,tt1604100,https://www.imdb.com/title/tt1604100/
176,A Firehouse Christmas,2016,"Comedy,Drama,Romance",5.1,918.0,0,tt5845712,https://www.imdb.com/title/tt5845712/
177,A Fish Tale,2017,Family,6.3,98.0,0,tt5784250,https://www.imdb.com/title/tt5784250/
178,A Flower From Heaven 2,2018,Drama,,,0,tt20896972,https://www.imdb.com/title/tt20896972/
179,A Flying Jatt,2016,"Action,Adventure,Comedy",3.1,5043.0,0,tt5235880,https://www.imdb.com/title/tt5235880/
180,A Fork in the Road,2009,"Comedy,Crime",5.9,1239.0,0,tt1117386,https://www.imdb.com/title/tt1117386/
181,A Free Soul,1931,"Crime,Drama,Romance",6.6,2721.0,0,tt0021885,https://www.imdb.com/title/tt0021885/
182,A Friend of the Family: True Evil,2022,"Crime,Documentary",6.5,110.0,0,tt23320116,https://www.imdb.com/title/tt23320116/
183,A Frozen Christmas 3: Party Time!,2018,"Animation,Musical",3.7,49.0,0,tt8535852,https://www.imdb.com/title/tt8535852/
184,A Fuller Life,2013,"Biography,Crime,Documentary",7.1,247.0,0,tt2972098,https://www.imdb.com/title/tt2972098/
185,A Funny Thing Happened on the Way to the Forum,1966,"Comedy,Musical",6.8,9438.0,0,tt0060438,https://www.imdb.com/title/tt0060438/
186,A Furry Little Christmas,2021,"Comedy,Romance",5.7,391.0,0,tt15233326,https://www.imdb.com/title/tt15233326/
187,A Futile and Stupid Gesture,2018,"Biography,Comedy",6.7,16774.0,0,tt5566790,https://www.imdb.com/title/tt5566790/
188,A Game of Death,1945,Adventure,5.9,402.0,0,tt0038549,https://www.imdb.com/title/tt0038549/
189,A Genie's Tail,2022,"Comedy,Family",4.1,123.0,0,tt9809006,https://www.imdb.com/title/tt9809006/
190,A Gentle Creature,2017,"Drama,Mystery",6.6,2398.0,0,tt5618752,https://www.imdb.com/title/tt5618752/
191,A Gentleman,2017,"Action,Comedy",6.2,7028.0,0,tt5613834,https://www.imdb.com/title/tt5613834/
192,A Ghost Story,2017,"Drama,Fantasy,Romance",6.8,74077.0,0,tt6265828,https://www.imdb.com/title/tt6265828/
193,A Gift to Remember,2017,"Comedy,Drama,Family",6.6,2343.0,0,tt7006938,https://www.imdb.com/title/tt7006938/
194,A Gift Wrapped Christmas,2015,"Comedy,Drama,Family",7.1,1780.0,0,tt5237552,https://www.imdb.com/title/tt5237552/
195,A Gingerbread Christmas,2022,"Drama,Romance",6.0,255.0,0,tt21821424,https://www.imdb.com/title/tt21821424/
196,A Girl at My Door,2014,Drama,7.0,2919.0,0,tt3661798,https://www.imdb.com/title/tt3661798/
197,A Girl in Every Port,1952,Comedy,5.2,647.0,0,tt0044662,https://www.imdb.com/title/tt0044662/
198,A Girl Like Her,2015,Drama,7.0,7172.0,0,tt2523832,https://www.imdb.com/title/tt2523832/
199,A Girl of the Limberlost,1990,"Drama,Family",6.4,228.0,0,tt0099662,https://www.imdb.com/title/tt0099662/
200,A Girl Walks Home Alone at Night,2014,"Drama,Horror,Romance",6.9,36428.0,0,tt2326554,https://www.imdb.com/title/tt2326554/
201,A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,4.6,5476.0,0,tt2044729,https://www.imdb.com/title/tt2044729/
202,A Glitch in the Matrix,2021,Documentary,5.3,1997.0,0,tt9847360,https://www.imdb.com/title/tt9847360/
203,A Gnome Named Gnorm,1990,"Action,Adventure,Comedy",4.4,1294.0,0,tt0109912,https://www.imdb.com/title/tt0109912/
204,A Golden Christmas,2009,"Comedy,Drama,Family",5.5,1329.0,0,tt1489248,https://www.imdb.com/title/tt1489248/
205,A Good Day to Be Black & Sexy,2008,"Drama,Romance",4.8,494.0,0,tt0482517,https://www.imdb.com/title/tt0482517/
206,A Good Day to Die Hard,2013,"Action,Thriller",5.2,209558.0,0,tt1606378,https://www.imdb.com/title/tt1606378/
207,A Good Man,2014,"Action,Crime,Thriller",4.4,3672.0,0,tt3480556,https://www.imdb.com/title/tt3480556/
208,A Good Man Is Hard to Find,2008,"Drama,Romance",4.5,199.0,0,tt0880567,https://www.imdb.com/title/tt0880567/
209,A Good Marriage,2014,"Crime,Drama,Thriller",5.3,11999.0,0,tt2180994,https://www.imdb.com/title/tt2180994/
210,A Good Old Fashioned Orgy,2011,"Comedy,Romance",6.1,23156.0,0,tt1231586,https://www.imdb.com/title/tt1231586/
211,A Good Woman,2004,"Comedy,Drama,Romance",6.5,13582.0,0,tt0379306,https://www.imdb.com/title/tt0379306/
212,A Good Woman Is Hard to Find,2019,"Crime,Drama,Horror",6.3,4945.0,0,tt6624144,https://www.imdb.com/title/tt6624144/
213,A Guerra dos Rocha,2008,Comedy,4.3,220.0,0,tt0972378,https://www.imdb.com/title/tt0972378/
214,A Guide for the Married Man,1967,"Comedy,Romance",6.6,2764.0,0,tt0061736,https://www.imdb.com/title/tt0061736/
215,A Guide to Dating at the End of the World,2022,"Comedy,Romance,Sci-Fi",5.2,145.0,0,tt2177884,https://www.imdb.com/title/tt2177884/
216,A Guide to Recognizing Your Saints,2006,"Crime,Drama",6.9,26084.0,0,tt0473488,https://www.imdb.com/title/tt0473488/
217,A Guide to Second Date Sex,2019,"Comedy,Romance",5.5,1151.0,0,tt7439748,https://www.imdb.com/title/tt7439748/
218,A Guy Named Joe,1943,"Drama,Fantasy,Romance",6.9,2677.0,0,tt0035959,https://www.imdb.com/title/tt0035959/
219,A Guy Thing,2003,"Comedy,Romance",5.6,17680.0,0,tt0295289,https://www.imdb.com/title/tt0295289/
220,A Hard Day,2021,"Action,Thriller",6.3,173.0,0,tt16024152,https://www.imdb.com/title/tt16024152/
221,A Harvest Wedding,2017,"Comedy,Romance",6.5,1368.0,0,tt7418206,https://www.imdb.com/title/tt7418206/
222,A Hatful of Rain,1957,Drama,7.2,1397.0,0,tt0050487,https://www.imdb.com/title/tt0050487/
223,A Haunted House,2013,"Comedy,Fantasy,Horror",5.0,47698.0,0,tt2243537,https://www.imdb.com/title/tt2243537/
224,A Haunted House 2,2014,"Comedy,Fantasy,Horror",4.6,22215.0,0,tt2828996,https://www.imdb.com/title/tt2828996/
225,A Haunting at Silver Falls,2013,"Horror,Thriller",4.8,2861.0,0,tt1813609,https://www.imdb.com/title/tt1813609/
226,A Haunting at Silver Falls: The Return,2019,Horror,3.2,308.0,0,tt6170262,https://www.imdb.com/title/tt6170262/
227,A Haunting in Cawdor,2015,"Horror,Thriller",3.9,635.0,0,tt3268790,https://www.imdb.com/title/tt3268790/
